# Expanded Mathlib kernel trace probe set.
# Format: <declaration> <lean-file-relative-to-mathlib-root>
#
# This set is intended for broader pre-Mathlib verification than the smoke set,
# while still staying much cheaper than full Mathlib kernel verification.
# It avoids known source-metadata-only mismatch targets; keep those in ad hoc
# investigations unless we add a separate expected-mismatch manifest.

# Nat arithmetic
Nat.succ_injective Mathlib/Data/Nat/Basic.lean
Nat.pow_left_injective Mathlib/Data/Nat/Basic.lean
Nat.dvd_left_injective Mathlib/Data/Nat/Basic.lean

# Integer arithmetic and divisibility
Int.ofNat_injective Mathlib/Data/Int/Basic.lean
Int.eq_zero_of_dvd_of_nonneg_of_lt Mathlib/Data/Int/Basic.lean
Int.gcd_emod Mathlib/Data/Int/Basic.lean

# List recursion and structural equality
List.singleton_injective Mathlib/Data/List/Basic.lean
List.mem_pair Mathlib/Data/List/Basic.lean
List.reverse_involutive Mathlib/Data/List/Basic.lean
List.map_injective_iff Mathlib/Data/List/Basic.lean

# Bool decidability and finite case analysis
Bool.decide_iff Mathlib/Data/Bool/Basic.lean
Bool.ofNat_toNat Mathlib/Data/Bool/Basic.lean
Bool.injective_iff Mathlib/Data/Bool/Basic.lean
Bool.apply_apply_apply Mathlib/Data/Bool/Basic.lean

# Fin subtype-like equality
Fin.val_injective Mathlib/Data/Fin/Basic.lean

# Option recursors and injectivity
Option.some_injective Mathlib/Data/Option/Basic.lean
Option.map_inj Mathlib/Data/Option/Basic.lean
Option.casesOn'_some Mathlib/Data/Option/Basic.lean
Option.casesOn'_eq_elim Mathlib/Data/Option/Basic.lean
Option.elim_comp Mathlib/Data/Option/Basic.lean

# Product eta, projections, and maps
Prod.mk.eta Mathlib/Data/Prod/Basic.lean
Prod.mk_right_injective Mathlib/Data/Prod/Basic.lean
Prod.swap_injective Mathlib/Data/Prod/Basic.lean
Prod.swap_bijective Mathlib/Data/Prod/Basic.lean
Prod.map_injective Mathlib/Data/Prod/Basic.lean

# Sum recursors and injectivity
Sum.inl_injective Mathlib/Data/Sum/Basic.lean
Sum.inr_injective Mathlib/Data/Sum/Basic.lean
Sum.elim_swap Mathlib/Data/Sum/Basic.lean
Sum.swap_leftInverse Mathlib/Data/Sum/Basic.lean
Sum.swap_rightInverse Mathlib/Data/Sum/Basic.lean
Function.Injective.sumMap Mathlib/Data/Sum/Basic.lean
Sum.elim_injective Mathlib/Data/Sum/Basic.lean
Sum.map_injective Mathlib/Data/Sum/Basic.lean

# Sigma/PSigma dependent pairs and projections
Sigma.mk.inj_iff Mathlib/Data/Sigma/Basic.lean
Sigma.eta Mathlib/Data/Sigma/Basic.lean
Sigma.fst_surjective Mathlib/Data/Sigma/Basic.lean
Sigma.fst_injective Mathlib/Data/Sigma/Basic.lean
Sigma.map_mk Mathlib/Data/Sigma/Basic.lean
Function.Injective.sigma_map Mathlib/Data/Sigma/Basic.lean
Sigma.uncurry_curry Mathlib/Data/Sigma/Basic.lean
Sigma.curry_uncurry Mathlib/Data/Sigma/Basic.lean
Prod.toSigma_injective Mathlib/Data/Sigma/Basic.lean
Prod.toSigma_mk Mathlib/Data/Sigma/Basic.lean
PSigma.elim_val Mathlib/Data/Sigma/Basic.lean

# Subtype eta and extensionality
Subtype.ext_val Mathlib/Data/Subtype.lean
Subtype.ext_iff_val Mathlib/Data/Subtype.lean
Subtype.coe_eta Mathlib/Data/Subtype.lean
Subtype.coe_mk Mathlib/Data/Subtype.lean
Subtype.mk_eq_mk Mathlib/Data/Subtype.lean
Subtype.coe_injective Mathlib/Data/Subtype.lean
Subtype.map_injective Mathlib/Data/Subtype.lean
Subtype.map_involutive Mathlib/Data/Subtype.lean

# Sets and propositions-as-types
Set.ext Mathlib/Data/Set/Defs.lean
Set.univ Mathlib/Data/Set/Defs.lean
Set.image Mathlib/Data/Set/Defs.lean

# Quotients and quotient eliminators
Quot.lift_mk Mathlib/Data/Quot.lean
Quot.lift₂_mk Mathlib/Data/Quot.lean
Quot.map₂_mk Mathlib/Data/Quot.lean
Quot.eq Mathlib/Data/Quot.lean
Quotient.eq Mathlib/Data/Quot.lean
Quotient.lift_mk Mathlib/Data/Quot.lean
Quotient.lift₂_mk Mathlib/Data/Quot.lean
Quotient.out_eq Mathlib/Data/Quot.lean
Quotient.out_inj Mathlib/Data/Quot.lean

# String/List literal-adjacent declarations
String.asString_nil Mathlib/Data/String/Basic.lean
String.asString_toList Mathlib/Data/String/Basic.lean
String.ofList_eq Mathlib/Data/String/Basic.lean
List.toList_asString Mathlib/Data/String/Basic.lean
List.asString_eq Mathlib/Data/String/Basic.lean

# Function extensionality-adjacent declarations
Function.LeftInverse.comp_eq_id Mathlib/Logic/Function/Basic.lean
Function.uncurry_injective Mathlib/Logic/Function/Basic.lean
Function.update_eq_self Mathlib/Logic/Function/Basic.lean

# Algebraic class projections and monoid/group rewrites
pow_dite Mathlib/Algebra/Group/Basic.lean
dite_pow Mathlib/Algebra/Group/Basic.lean
pow_ite Mathlib/Algebra/Group/Basic.lean
ite_pow Mathlib/Algebra/Group/Basic.lean
Semigroup.to_isAssociative Mathlib/Algebra/Group/Basic.lean
mul_left_comm Mathlib/Algebra/Group/Basic.lean
mul_right_comm Mathlib/Algebra/Group/Basic.lean
mul_mul_mul_comm Mathlib/Algebra/Group/Basic.lean
comp_mul_left Mathlib/Algebra/Group/Basic.lean
comp_mul_right Mathlib/Algebra/Group/Basic.lean
Semigroup.to_isLawfulIdentity Mathlib/Algebra/Group/Basic.lean
ite_mul_one Mathlib/Algebra/Group/Basic.lean
ite_one_mul Mathlib/Algebra/Group/Basic.lean
eq_one_iff_eq_one_of_mul_eq_one Mathlib/Algebra/Group/Basic.lean
one_mul_eq_id Mathlib/Algebra/Group/Basic.lean
mul_one_eq_id Mathlib/Algebra/Group/Basic.lean
mul_rotate Mathlib/Algebra/Group/Basic.lean
pow_boole Mathlib/Algebra/Group/Basic.lean
pow_mul_pow_sub Mathlib/Algebra/Group/Basic.lean
pow_sub_mul_pow Mathlib/Algebra/Group/Basic.lean
pow_eq_pow_mod Mathlib/Algebra/Group/Basic.lean

# Order primitives and relation transport
LE.le.ge Mathlib/Order/Basic.lean
GE.ge.le Mathlib/Order/Basic.lean
le_of_le_of_eq' Mathlib/Order/Basic.lean
le_of_eq_of_le' Mathlib/Order/Basic.lean
LT.lt.gt Mathlib/Order/Basic.lean
GT.gt.lt Mathlib/Order/Basic.lean
Order.Preimage Mathlib/Order/Basic.lean
Order.Preimage.decidable Mathlib/Order/Basic.lean
not_lt_iff_not_le_or_ge Mathlib/Order/Basic.lean
not_lt_iff_le_imp_ge Mathlib/Order/Basic.lean
lt_self_iff_false Mathlib/Order/Basic.lean
LT.lt.false Mathlib/Order/Basic.lean
Eq.not_lt Mathlib/Order/Basic.lean
ne_of_not_le Mathlib/Order/Basic.lean
le_of_subsingleton Mathlib/Order/Basic.lean
not_lt_of_subsingleton Mathlib/Order/Basic.lean
forall_le_iff_le Mathlib/Order/Basic.lean
le_imp_le_of_le_of_le Mathlib/Order/Basic.lean
lt_imp_lt_of_le_of_le Mathlib/Order/Basic.lean

# Equiv-heavy dependent terms
Equiv.piOptionEquivProd Mathlib/Logic/Equiv/Basic.lean
Equiv.subtypeCongr Mathlib/Logic/Equiv/Basic.lean
Equiv.Perm.subtypeCongr.apply Mathlib/Logic/Equiv/Basic.lean
Equiv.swap_swap Mathlib/Logic/Equiv/Basic.lean
Equiv.swap_apply_eq_iff Mathlib/Logic/Equiv/Basic.lean

# Curated expansion pass: order/function/vector/set/action/ring surfaces.
GaloisConnection.upperBounds_l_image Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.lowerBounds_u_image Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.bddAbove_l_image Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.bddBelow_u_image Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.isLUB_l_image Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.isGLB_u_image Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.isLeast_l Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.isGreatest_u Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.isGLB_l Mathlib/Order/GaloisConnection/Basic.lean
GaloisConnection.isLUB_u Mathlib/Order/GaloisConnection/Basic.lean
gc_sSup_Iic Mathlib/Order/GaloisConnection/Basic.lean
gc_Ici_sInf Mathlib/Order/GaloisConnection/Basic.lean
hidden Mathlib/Logic/Basic.lean
congr_heq Mathlib/Logic/Basic.lean
eq_iff_eq_cancel_left Mathlib/Logic/Basic.lean
eq_iff_eq_cancel_right Mathlib/Logic/Basic.lean
ne_and_eq_iff_right Mathlib/Logic/Basic.lean
